work_id,perf_id_A,title_A,artist_A,yt_id_A,perf_id_B,title_B,artist_B,yt_id_B
20707,386565,Watermelon Man,Jet Harris featuring Bobby Graham,s7eWC94_Ggs,329946,Marchand de melons,Les Bretell's avec Christian Chevallier et son ensemble,RcdLljK3GEk
20769,617061,Taivaan sinessä,Seija Lampila - Ingmar Englundin yhtye,ekoHr8m8d9Q,675819,Taivaan sinessä,Ronnie Kranck ja Jorma Lyytinen,l3-pOWEct4c
20843,838821,I Swear,Sandy [HK],SfBSroBqowg,1235539,Eu Juro,Meninas Cantoras de Petrópolis,6LApz4Myq5g
21138,1205523,Heartache Tonight,Steve Hofmeyr,DBuoeuAap5M,412641,Heartache Tonight,J.D. Souther,V0kIirCuzFw
21212,21213,I Don't Need No Doctor,Humble Pie,0lxyRjzXvxo,35103,I Don't Need No Doctor,Styx [US1],Fg_c7d-uA2k
21270,241585,Play That Funny Music,ApologetiX,-a_PoBsds8g,869817,Mommy's Planning Your Bar Mitzvah,2 Live Jews,v5FSmzEj_VM
21390,1104163,Never Dreamed You'd Leave in Summer,James Blake,mOCGltUriEo,1514352,I Never Dreamed You'd Leave in Summer,Alberto Lombardi,h0YmHGdJudY
21477,743621,Dicitencello vuje,Tato Tomaso,QrKY_F9J3a8,538723,Just Say I Love Him,China Moses & Raphael Lemonnier,HT0g-EZElbE
21508,1250294,High and Dry,Stories feat. Rett Madison,bj4mv-8dFmA,1315389,High and Dry,Geoff Castellucci,009yAHVfyTw
21583,461375,It's a Sin,Hank Crawford,8Ptg8Y_Npao,1477385,Ved mitt bål,Thor Raymond med Odeonkvintetten,b1UvY1-9_ck
21649,210920,Child in Time,Dream Theater,cNALdZt4JC8,305903,Child in Time (Live),Pugh's Place,qXeIxzNo4Kc
21826,808006,"Hello, Dolly!",Tom Gilchrist,cG3q0ldzSd8,1507708,Hello Dolly,Juan Torres,44q0nKQ3KP8
21958,159445,Singin' in the Rain,Ruth Olay - Orchestra arranged & conducted by Pete Rugolo,PgrxwIa2kyU,160213,Singing in the Rain,Eddy Wally,a41UTAcCx20
22053,53369,Karma Police,Panic! at the Disco,_ANWcAftXi0,1504347,Karma Police,Pierce the Veil,nCHzOF369Lc
22187,325868,Where Is the Love,Bobby Caldwell with Deniece Williams,JwZyqgJ7iSw,453345,Where Is the Love?,"Benny Green, Russell Malone",bzzdCXMrcl0
22205,530416,Ride Like the Wind,Chris Walden Big Band featuring Siedah Garrett,ogJUmoJJ6gk,22206,Ride Like the Wind,Saxon,FX6TUIKAFzw
22363,22364,Mary Ann,Steve Miller,rLf9ehOHSCw,1293606,Mary Ann,Carmen Gomes,-wp8gxG6jn8
22735,113898,Je t'ai tout donné,Sandra Kim,nBvzO8B7LPg,592618,Vackra sagor är så korta,Saints [SE],KQyH4bkwNLU
22783,744136,People Got to Be Free,Denzil Dennis,OW8TOzAWCWk,1537026,People Got to Be Free,Melanie,JIqCkj-Ai74
22786,288084,Someday We'll All Be Free,B.E.F. featuring Chaka Khan,2GUiei6EWXs,1059191,Someday We'll All Be Free,Puff Johnson,Y--gVLQque0
23165,74160,Eye of the Tiger,Nicotine,pEt4dqzQ900,1448983,Eye of the Tiger,Cabballero,P5DV6vQznS8
23172,1443932,Lola,Ripe [US],HtxmZalqU_Q,1563470,Lola,The Weeklings,5K6YP1GXPOY
23329,389498,Just One Look,Shanes,F5i-fHjKhr4,428922,Just One Look,Eddie Lovette,aD4FI88QUJ0
23568,1341922,Eviva España,Eric Flanders,HWkUvmKKyrU,240640,E viva o amor,Perla,ZjfeIJch1_E
23615,480040,Goodbye to Love,Marcela Mangabeira,ZMDfNmaNCzk,1575072,Adiós al amor,Lissette,eiR4zg1Tbds
23720,631158,From Russia with Love,The Stereo Twins,NiOlrPNLV94,943457,From Russia with Love,Ike Moriz,6BxgnQWMbQg
23755,175262,Big in Japan,Dolapdere Big Gang,7o2OfdxL2WA,175779,Big in Japan,Gaetano & Schorr,cWpfNFQO1BE
24011,914765,True Love Will Find You in the End,aeseaes,EYgwuHfU5bE,1375559,True Love Will Find You in the End,Sun Tailor,zKOG-_m5zRw
24106,763310,Lose Yourself,Leo [NO],YqbabaCqab8,1130181,Lose Yourself,8-Bit Misfits,oe1HDgA9F70
24373,646412,Lovely Day,Georgie Fame,gmh1i8NKrIA,1016891,Lovely Day,Steve Davis [US1],EE4FUiCyFTY
24376,24377,Soms sneeuwt het in de lente,Bart Peeters,nQ4cYnKycEg,1511474,Sometimes It Snows in April,Sarah Dawn Finer,7oetE0oljP4
24380,24384,Glad All Over,The Revillos,SwO8FAST5js,24591,Glad All Over,Billy Fury with The Gamblers [GB],g_tOoI9O3ss
24452,1314782,To Sir with Love,Franck Pourcel et son grand orchestre,DyNdZ7hI-10,1454101,"To Sir, with Love",Herbie Mann,QRRORHpkSpo
24484,1740103,Without a Song,Jon Ballantyne,wvDn9jGlQXg,1433441,Without a Song,Geri Galian and His Caribbean Rhythm Boys,l9E8r1nthQY
24486,714432,Never on Sunday,Liberace,0UfHFGzaqHE,1423166,Never on Sunday,Tito Rodriguez Orchestra,RkQxNYWnpq0
24522,283262,Aquarela do Brasil,"João Gilberto, Caetano Veloso, Gilberto Gil",-ID-7RyRAHQ,1559591,Brazil,"Ross Mitchell, His Band & Singers",r7LGz5rtEsQ
24531,1247024,Deep Purple,"Don Estelle, orchestra directed by Robert Hartley",kkQXVyUi4_E,1481961,Púrpura vivo (Atardecer),Roberto Yanés con Lucio Milena y su orquesta,MSuugcPPxno
24581,24584,Parchman Farm,Michael Chapman,bJtK3kEeWQ4,62976,Parchman Farm,Johnny Rivers,fhge838q6q8
25045,728298,Little Bitty Pretty One,Dee Clark,VEY4RaRneUI,198381,C'est le mashed potatoes,Johnny Hallyday,1FCAtceokDo
25150,1061801,Moonlight in Vermont,Stacia Kraft,X5l4FjL6QVg,1593492,Moonlight in Vermont,Ike Isaacs,qNB5rusPRyY
25337,25344,You Got What It Takes,Helen Shapiro - Martin Slavin and His Orchestra,wyOBMm39Glk,69357,You Got What It Takes,Jimmy Ruffin,oXVePFu2Fxo
25496,679643,Only Trust Your Heart,Dionne Warwick,h8KF6s9Lcwk,1227605,Only Trust Your Heart,Michele Faber Trio,D8HUkOMs0ww
25516,77432,Self Control,Soraya [ES],TqYen5ybVrg,126729,Self Control,Caramelle feat. Nitro,75JcY1EiEpQ
25560,1174723,You Should Be Dancing,Ambient Light Orchestra,OUORP_IbhI0,1737119,You Should Be Dancing,"Daniel Janin, son orchestre, ses chanteurs",TM7U0v52mx8
25567,1124232,Jive Talkin',Barry Gibb feat. Jay Buchanan & Miranda Lambert,0ujK0wKBpCA,1317277,Jive Talkin',The Moonlight String Orchestra,NflFLSMQv6M
25654,1438898,Love Me Please Love Me,Laura Casale - Orquesta dirigida por José M.ª Morales,N3NK64sV5HA,734335,Love Me Please Love Me,Mario Tessuto - Arr. e orch. Franco Monaldi,zi4cdd93hAc
25822,129038,Telstar,The Spotnicks,2hNhYBeMSeE,176775,Telstar,Bud Ashton,UQFxER0if3E
25880,1395967,I Who Have Nothing,Kal David & The Real Deal featuring Lauri Bono,WDhSOgYED8c,1609199,I Who Have Nothing,Julianne Johnson-Weiss & Michael Allen Harrison,zGOSak2fYes
26052,26054,Rikki Don't Lose That Number,Tom Robinson,rONwYOPn7Rk,1667174,Rikki Don't Lose That Number,Anthony Arizaga,67W1QTFvi_Y
26113,528838,My Reverie,Carmen Cavallaro,0GoQCBmerCs,1135660,Rêverie,José Iturbi,Rs4qMoyTAtI
26248,26256,Please Don't Leave Me,Livin' Blues,2zLE1VXVAqA,885473,Please Don't Leave Me,Charlie Gracie,Qk4VwXCxktI
26288,55703,Fat Bottomed Girls,Paul Galaxy and the Galactix,20XhmhCwBag,455911,Fat Bottom Girls,Vitamin String Quartet,Nnrxc6GeV4I
26399,946722,Manic Monday,Blue Penguin ‎,Io1LYRnFENQ,1032168,Manic Monday,Billie Joe Armstrong,j5qPCKxlw2M
26416,804848,Built for Comfort,Eileen Howard,Om01QT_Tk_M,1679967,Built for Comfort,The Delta Cosmonauts,2mOAD_y0iVo
26461,1578082,Sing Sing Sing,The BBC Big Band with Barry Forgie,aPRGxLyS2D0,667282,"Sing, Sing, Sing",Jan Harbeck Quartet,i8AuB7xywjw
26463,896345,Wipe Out '69,The California Poppy Pickers,eQ32Z41xwiM,1022100,Wipe Out,The Rockhouse Brothers,rH5X0IVMHK4
26514,26520,Before the Next Teardrop Falls,David Houston [US1],lTSIHsaoA4M,867441,Before the Next Teardrop Falls,Cristy Lane,qa1mUrvn1qQ
26534,1392024,Why Do I Love You?,J.C. Heard Quintet featuring Johnny Guarnieri,Dasi-bkN2-w,271867,Why Do I Love You,Mike Longo,ESaJN4wCkcE
26592,239422,Where I'm Bound,Alex Campbell [GB],_-RUpyuSCq4,504922,Where I'm Bound,Krüger Brothers,YoAW-KtemfI
26597,26600,Do Re Mi,Arlo Guthrie,KK7ujB4gOA8,26789,Do Re Mi,Cisco Houston,xcrxc9MqGfM
26687,717481,If You Could Read My Mind,Eleanor Tomlinson,GQJ4eVXpK2w,1016302,If You Could Read My Mind,Colin Paul,gGezHVzkoaw
26734,134204,Baby I Need Your Loving,Henry Dee,T84haes3ffQ,810457,Baby I Need Your Loving,Paulini,tmAdXR5Hyx0
27282,1513984,Guerra de estrellas,Juan Torres,WcuN-JXGyi0,1737328,Star Wars,Kfir Ochaion,AAqtI5b2AiE
27341,436157,"After You, Who?",Banu Gibson,obTrVTiq3to,455170,After You,Carol Merrill,ZQeT7rmjDbM
27380,517076,Barbara Song,Joachim Kühn,eJC0nYQTUDQ,442322,Barbara Song,Georgia Brown,oliFcsGcAzs
27406,27417,Little Honda,Jan & Dean,gb9viiqJO6Q,1304408,Little Honda,Tommy and The Rockets,wmTQlhmdg_Q
27453,35495,People are People,Obsc(y)re,9mM_d7Fqzd4,109818,People Are People,Virgins O.R Pigeons,tXTBV437x5g
27554,1439122,Time Is Tight,The Outlet,tLCliYkGeUc,1754913,Time Is Tight,Derek Austin,Y0xbZ0Z7nmc
27614,619215,Lonely Street,Kees van Kooten & Wim de Bie,BP1VZLQfIDc,27627,Lonely Street,Ray Price,EHEz3wvKkCs
27643,1235097,East St Louis Toodle-oo,The Society Syncopators,xIztF-9A0pA,1235784,East St. Louis Toodle-Oo,The Jeggpap Jazzband,dSoOnYLG4kw
27647,546728,Rawhide,Geoff Love & His Orchestra,exleTdxqkbk,1040317,Rawhide,Orchestra under the direction of Buddy Morrow,R7a16TpwGug
27828,1281257,A Good Year for the Roses,Dirk Darmstaedter,ySvG5BmjK-o,667352,Ännu blommar våra rosor,Stefan Borsch,V3cMMzbO-ns
27915,286935,It Happened in Monterey,Stephanie Nakasian,Ell0iLxQF2I,1374812,It Happened in Monterey,George Wright,AztaTzc7GFw
27944,28198,Sally Go Round the Roses,The Pentangle,t__2FVjuDng,549161,Sally Go Round the Roses,The Human Touch,oHnQ3dei5uA
27946,368347,Hard Times,Little Axe,9txH9-RWdPI,1611474,Hard Times Killing Floor Blues,Ol' Savannah,PMFckRjkNyk
28065,312290,I'm in Love Again,Dee Dee Sharp,t91u-jgO5nQ,1350387,I'm in Love Again,Jim Carroll [US2],NyUr3TLJZwo
28358,28358,Mamma Talk to Your Daughter,J.B. Lenore,ukP5FTR-GdY,214024,Talk to Your Daughter,BulletBoys,-MFtLLBLxkU
28374,118008,Matchbox,The Paramounts,jgHPW5crCWY,980299,Matchbox,Charlie Feathers,ZPcv4r5izZU
28397,138083,Bad News,Stoneground,-dZLINJE-rI,389921,Bad News,Whitey Morgan and The 78's,aPmZQvNjen4
28528,951425,The Storms Are on the Ocean,Larry Perkins & Friends,T_q2EoY46c8,1044821,Storms Are on the Ocean,Elizabeth LaPrelle,lHzj4JX9nDc
28539,371363,Gloomy Sunday,Don Byas and His Tenor Sax,3SNxozCh8sc,1470413,Gloomy Sunday,陳慧嫻,ZEjq4jF09Eo
28545,130656,This Charming Man,Bostonians,he7c0naKskM,1204953,This Charming Man,Gypsies of Bohemia,jnK1ePsDiNQ
28637,394621,Stone Soul Picnic,Annie Ross,rhMq-F7G_Hc,1145071,Stone Soul Picnic,Ron Frangipane & His Orchestra,cYdCeHTMXLA
28689,1576513,Sea Cruise,E. J. Decker,m1rRX-bXXjM,932570,Sea Cruise,Crystal Swing,vBuQLGc9n-A
28695,284791,"Shake, Rattle 'n' Roll",Sha Na Na,9EVOTclzbM8,436557,Shake Rattle 'n' Roll,Billy and The Kids,lNafYokbUHA
28708,302557,Cast Your Fate to the Wind,Jonathan Knight,XIbCiP1GeaA,1629648,Cast Your Fate to the Wind,Dave Brubeck,NY7k2AuPQoM
28720,1286002,I Just Wasn't Made for These Times,Brian Wilson,lijTiLmFICo,119437,I Just Wasn't Made for These Times,Sixpence None the Richer,T9fI5ykM5s4
28761,117946,Heaven Help Us All,Joan Baez,x6_jA_ZlN84,644401,Heaven Help Us All,Accent feat. Vanessa Haynes,13ushRSO9Hs
28959,714186,Inch' Allah,Caravelli,ETmcxVM0jNQ,1314523,Inch Allah (God Willing),Adamo,RtLve_dYAFM
29007,343693,Transmission,Beata Beatrix,3qQ-PDIL32Q,401919,Transmission,Diabologum,ziYsPV121WA
29160,128176,Arrivederci,Gianni Morandi,N3XGurhOAcM,798221,Arrivederci,Antonella Vitale with Andrea Beneventano Trio,7zFoCGNTUoY
29299,938726,Sous le ciel de Paris,Patricia Bélières,mqA0TNA4ZyI,1159114,Sous le ciel de Paris,Les compagnons de la chanson,psh2BIATUPY
29380,936197,Tenderly,Katelijne van Otterloo,I77fATs0wpE,1529020,Tenderly,Hal Schaefer,lZHlRwRCDjs
29768,324518,Raspberry Beret,The Derailers,p7rktt8Pk9U,387691,Raspberry Beret,Shango [JM],Z7zNxVBEXeI
29773,29773,America,Chita Rivera &  Girls,omxgBOafV_w,657202,America,André Previn & His Pals,wnVrcKl_its
29958,1649139,Sailor,Hein Graubart,Y3yd5pcv5gQ,1579656,Sjöman,Mia Westers,_y6bp0IKH24
29992,1394838,Run to Me,Chris Ruggiero,vknHEXJ2BvY,1717285,Run to Me,曹永廉,uFdPZK_nb4M
30322,205120,Just a Girl,Shannon Butcher,DIm1rrMyWbo,1116047,Just a Girl,Yoga Pop Ups,WIyUBjIoOtI
30364,436360,Cuando me enamoro,Waldo de los Ríos,axPZKUwbIwE,274626,Geef me al jouw dromen,Frank Galan,L5zaxzaXFo0
30576,161297,I Go to Sleep,Flash Hawk Parlor Ensemble,VMw3IdWATNU,990558,I Go to Sleep,Serena [DE],gDPxTsqBT_4
30690,445727,Hold Me Now,Slow Moving Millie,4djToVMsE3o,1200686,Hold Me Now,The Molly Ringwalds,4vdoxGsXzbE
30905,20587,Crazy About You Baby,Ann Peebles,x1BsNMxST-I,182982,Can't Hold Out Much Longer,Bob Levis,3sXDrcEFkg8
31360,820566,Ain't She Sweet,Roy Smeck,nDgwWITkQCE,1085407,Ain't She Sweet,Don Swan and His Orchestra,yupVCp_VF80
31383,926258,Hang On Sloopy,Harry Deal and The Galaxies,kx5g4CSeXbY,1273014,Hang On Sloopy,The Beatersband,J6Dlvp4dfa4
31423,31423,Speedy Gonzales,David Dante,fiPqqCBAn_A,55976,Speedy Gonzales,Peppino di Capri e i suoi Rockers,5HNAx2iJRK8
31529,369834,Old Shep,Donn Reynolds,hnqJPl3eT-4,1055491,Old Shep,Bradley Kincaid,YePU3jXfN_o
31597,1420261,Tintarella di luna,Los Centellas con la voz de oro de Toni López,l_x3BEn-EeM,700422,Mjesec kao igračka,Zdenka Vučković,rm10xZVIeX4
31740,465496,I Was Doing All Right,Christiane Noll,nVfbJKhX9VY,489142,I Was Doing Alright,Sarah McKenzie,bwAWhL8hkmw
31938,424781,Walk Right In,Pat Boone,MZN4n6b6ZK0,538293,Stapeldol,The Fouryo's met koor en orkest o.l.v. Jack Bulterman,MdQN81VdvQ4
32185,1427077,That's the Way I Like It,The Weather Girls,qnthc6h5vLA,726890,That's the Way (I Like It),Floyd Lawson and the Heart of Stone,CZY-volx5RQ
32223,40774,The Race Is On,George Jones,dj7ahuCHGbM,127908,The Race Is On,Sawyer Brown,ZpdscS3UYDA
32322,593139,New York State of Mind,Jackie Cain & Roy Kral,m854eRYDHWc,1526235,New York State of Mind,Larry Martin Band,uN-DW13zdAs
32445,1579622,Lightnin' Strikes,Tommy C,ZXPFr-7ZQV4,1753791,Lightning Strikes,Blotto [US],QDpK9Lfrd0A
32736,109421,To Ramona,Ralph McTell,noWOXVynfII,596589,Til Ramona,Jan Erik Vold - Kåre Virud - Telemark Blueslag,pr5-pcDuH8Y
32808,931011,Grinning in Your Face,Wild Billy Childish,HpK1uwNY8a4,107875,Don't You Mind People Grinnin' in Your Face,John Nicholas & Friends,1uTNsAJBDbs
32811,126666,Pick Me Up on Your Way Down,Willie Nelson - Merle Haggard - Ray Price,UdWwBfEGz90,490794,Pick Me Up on Your Way Down,Becky Schlegel,UrOiRsRTVUo
33017,439647,Good Rocking Tonight,Bill Black's Combo,mhvBI9BG2Q8,975724,Good Rocking Tonight,T-Ford,w4-Ap267p1c
33241,641077,Leger des Heils,"Bianca Krijgsman, Jenny Arean, Loes Luca, Georgina Verbaan, Carry Tefsen, Marc-Marie Huijbregts, Ton Kas, Pierre Bokma en Laus Steenbeeke",HXKV3hO07u4,1756488,Da Johnny ble' til Connie,Diskofil,O-W3PSANN1Q
33815,463636,You and I,Jacob Collier,TLS0ORBQLIY,33816,You and I,Michael Bublé,IlMmLWv8sNk
34532,465152,Owner of a Lonely Heart,Retrocity,5RIqIMkM76s,469578,Owner of a Lonely Heart,Alan Frew,QGLtKxr28a8
34693,34696,Watching the River Flow,Seatrain,ykszA_3Hvzg,875563,Watching the River Flow,The Earl Scruggs Revue,Yryy1bhu-Tg
34728,214366,Come Back to Sorrento,Emile Pandolfi,NWCv3BzpMvI,1155253,Torna a Surriento,Giuseppe Di Stefano,EIO92LgMevc
34773,366938,I Can Tell,The Lords [DE],atZuRJGwp8A,750020,I Can Tell,"Chloé Mons, Xavier Boussiron",wvHx2UoowlI
34942,295484,Let's Go Get Stoned,Bonnie Bramlett,OSWeFWAKpGU,767193,Let's Go Get Stoned,Ann Rabson with Bob Margolin,FcBc9mPjoWE
34982,80979,I've Got Love if You Want It,Warren Smith [US2],3lrl477Y1uc,1119528,Got Love if You Want It,Ina Forsman with Helge Tallqvist Band,oZJD4MqTTBQ
35188,138786,Who Can I Turn To,"Oscar Peterson, Joe Pass and Niels Pedersen",TGedFyj2KT8,1603211,Who Can I Turn To,Thom Mason,ocGkLGF6Tm0
35206,437646,Just in Time,Marta Hugon,nIoCfyHag8Q,659953,Just in Time,Michael Civisca,ler4YBv5z5o
35208,160965,You Must Believe in Spring,Cleo Laine,dcGBC-YSHkU,945710,You Must Believe in Spring,Melanie Rice,Loo-mj0wIpk
35263,514582,I Don't Hurt Anymore,Good Ol' Persons,DNrjWK_5vWY,714229,I Don't Hurt Anymore,Regina  Marie Williams,4_adLxN3eu4
35273,912242,Heartaches by the Number,Mingo Saldivar,Aj9iY4LaviQ,149851,Près de ma blonde,Jean Boucher,kKJr0bXnZJ4
35453,295304,Outskirts of Town,Josh White,LSEoyyvd9kY,564168,I'm Gonna Move to the Outskirts of Town,Curley Bridges,Oy6sNDkWuFg
35561,574330,Sunday Morning Comin' Down,Ray Price,h2kDnx9beUI,934822,Sunday Morning Comin' Down,Belle Plaine,2siYB-emjWw
35581,332509,Wolverton Mountain,Crazy Cavan 'n' The Rhythm Rockers,sKKy4WNUB08,429539,Skattlösa bergen,Olle Adolphson,RMO2XoIw-B4
35688,761459,"Well, Alright, Okay, You Win",Dottie Clark,Nuwu8oi9eKY,714959,"Má dlaň, tvůj dech, já vím",Karel Hála - Karel Vlach se svým orchestrem,dpiZ81e3a9k
35691,485598,I Love Being Here with You,Karen Egert,s3mKf3R1qig,658064,I Love Being Here with You,Hilde Hefte,Ahdi8NmqqAo
35703,150679,Big Spender,"Helen Gallagher, Thelma Oliver, Fan-Dango Girls",z2KrTvuIX-c,225400,Hey Big Spender,Chaka Khan featuring The London Symphony Orchestra,PJVr-5uuARg
35705,984905,Mr. Wonderful,Red Prysock,W3IDjg_u_hA,1488778,Pan Váhavý,Yvetta Simonová - Karel Vlach se svým orchestrem,VxeRz_RjOjw
35798,439214,You're All I Need to Get By,Gloria Gaynor,3VamI7H4ymw,1213309,You're All I Need to Get By,Blame Jones,OhK8YzrLbPU
36008,180884,Tomorrow Night,Henry Russell and His Romancers,UVLhN2YjBJQ,226589,Tomorrow Night,Good Rockin' Tonight,3_6ALNEKYSA
36018,460717,Don't Fight It,Nalle,pCwF84mK4oU,746071,Ne va pas trop vite,Donald Lautrec,5H0y68n1Zg8
36064,87463,Love Letters in the Sand,Euson,hLijsIb8qSo,888604,Love Letters in the Sand,Billy Vaughn and His Orchestra,qxk6iKnhj1Q
36750,36750,Me and You and a Dog Named Boo,Lobo [US],aTbBvPoxUkk,605127,Me and You and a Dog Named Boo,Agnes Chan,FjO1XKhsTcg
36910,208484,Don't Let Me Cross Over,The Corn Sisters,Zi9pa6NMqCQ,298254,Don't Let Me Cross Over,Kitten [NZ],XBgqdJrn6x0
36975,288222,Why Me,Josh Caterer,62Z7ZjWRsQI,1350297,Why Me Lord?,Tony Goodacre,iPwJwyZt7sM
37029,37030,Colours,Joan Baez,uNWln4cxvkU,400514,Colours,The Spokesmen,lvTzbOJ5nEQ
37358,1480696,Ain't That Lovin' You Baby,Ruby & The Mystery Cats,7TVgQU2L9gU,1509627,Ain't That Lovin' You Baby,John Hammond,9hAw_AaWwX4
37516,289086,Fall at Your Feet,Mike Massé feat. Jeff Hall,7emTgOmvYVU,649558,Fall at Your Feet,Jessica Mauboy,BEXxqr9b2yA
38005,195040,Splish Splash,Sha Na Na,6lc_aNC84rE,433212,Splish Splash,Freddy Cannon with Frank Slay and His Orchestra,DgydUSGB7V4
38014,866922,Stop! In the Name of Love,Bloody Customs,3Dnc2QLAaFo,59337,Stop! In the Name of Love,Human Nature,Z2kYe4Q_VAA
38339,742777,Tell Daddy,Cunio,zGSizwmlelY,933702,Tell Mama,"Mary Bridget Davies, Nikki Kimbrough and the Company",3mAVzIItWvo
38391,1214169,Welcome to the Jungle,Mutilators,8s1OkOm42X8,1699321,Welcome to the Jungle,Roma Symphony Orchestra,pAFp148Z0Yc
38448,596824,The Girl Is Mine,Rob Arthur,JXZg4G-sGls,1145179,The Girl Is Mine,El Periquin,Ex9atUykKAo
39031,412426,You're Nearer,Shirley Horn with Strings,AlFW06hEEjA,620127,You're Nearer,Ronny White,5Pr63vF9BiA
39208,725962,Song for My Father,Larkster Quartet,Awxsw-qUgdM,1597193,Song for My Father,Gerardo Pepe,_1jIpup3jlw
39441,142556,Mona Lisa,Jussi & The Boys,VmVIaOwAcg8,1684522,Mona Lisa,Os Conchas,eFoJXFPQNa8
39460,171684,A Little Less Conversation,Friðrik Ómar,2Uy9pBveYe4,561587,A Little Less Conversation,Glee Cast,V1PtH_pxlcU
39525,458012,Goodbye Yellow Brick Road,Spectrum [US2],uD7unClvsnY,53481,Goodbye Yellow Brick Road,Lana Lane,KDtBzsCeP64
39716,438430,Romance in the Dark,Ada Lee,TI-cG2JB29g,700443,In the Dark,Léah Kline,jJgQx7MltvE
39861,1220399,Ramble On,Karney,qcnaepJFsBU,1732772,Ramble On,Moonstone Riders,HxNRBTIpbks
40039,1438124,Loch Lomond,Frankie Carle and His Orchestra,JAlZLUHiEno,873229,My Bonnie Irish Lass,Josephine Beirne and George Sweetnam,IzfMGYnBAD8
40203,547826,Have I Told You Lately,Johnny Loughrey,tLWlvuqKHog,1381130,Have I Told You Lately That I Love You,Die Campbells,P72H8Zwp29M
40225,453751,Try a Little Kindness,Frances Yip,_8Tsi2pUDG0,609890,Try a Little Kindness,Collin Raye,sNLxfRPLKEg
40244,333027,The Last Farewell,John Holt,4xao0NEcRvY,532434,The Last Farewell,Ship's Company and Royal Marine Band of H.M.S. Ark Royal,aVrjqdDfh3w
40282,406910,Tangerine,John Labelle,RXx-td66_7o,794994,Tangerine,Bucky Pizzarelli,sWp6dAsjyNY
40440,905231,All Through the Night,Bernd Lhotzky,EEYmp_ur4bo,802228,All Through the Night,Dmitry Baevsky /  Jeb Patton,J7h9tYlS8TI
40499,911919,California Girls,Ringmasters,ZWGcAQdQZpY,1140786,California Girls,Billboard Baby Lullabies,O0reWw6weuI
40671,349891,What Is This Thing Called Love?,Martin Speake with Ethan Iverson,tnuO0sqUD_0,714847,What Is This Thing Called Love?,Buddy DeFranco,xI7LxPYA_qE
40876,192425,"Baby, Won't You Please Come Home?",Ove Lind Quartet,YHGd-zqsaIw,1261018,Baby Won't You Please Come Home,Jérôme Etcheberry,iHqHvhiOkz8
40941,652122,One Has My Name (The Other Has My Heart),Willie Nelson,-ZtpG9F_LuI,781420,När kommer du,Flamingokvintetten,XmrNnEM3TYE
41003,115909,Some Kind of Wonderful,"Aled Jones, featuring Cerys Matthews",ayqB6pznbjk,578435,Some Kind of Wonderful,Freddie Ryder,jWOfAqfTdWE
41174,809081,Make the Man Love Me,Lynda Jamison,OpMFv8L2HYI,1217482,Make the Man Love Me,Jane Powell,mZMEeGRAU_s
41181,1190976,Het dorp,Ernst Daniël Smid,RkqXqdUZGPM,41181,La montagne,Jean Ferrat,YW2UXieHWfg
41189,1732019,Jive Samba,The Pete McGuinness Jazz Orchestra,EaHFV2IMKOk,921558,The Jive Samba,Gaetano Partipilo feat. Mr. Natural,6G3xy-RC7gI
41281,762243,Hang On to a Dream,Judy Page,xTYy0VDi1CY,169517,Je m'accroche à mon rêve,Johnny Hallyday,aHBazKta__U
41442,529940,Stay a Little Longer,Mel Tillis,z6VcRZT3f7o,1086854,Stay a Little Longer,Billy Armstrong,XhnONx4wRCU
41602,41603,Cajuína,Cibelle,UY3Nq0gIp64,1596852,Cajuína,Rico Ayade,pjEz6HJp0H4
41754,241130,You're My World,Piet Noordijk,7JNcYZpCyQs,146717,Olet kaikki,Johnny - Esa Helasvuon orkesteri,LXqcQ_YrQvQ
41924,1189981,(What Did I Do to Be So) Black and Blue,Muggsy Spanier and His Ragtime Band,rIgvwXL0lP4,1407301,Black and Blue,Papa Bue's Viking Jazzband with Wingy Manone,cCiKAdhDOXs
42031,1279787,Feliz Navidad,Francis Tétu,3WEF0b4eRzE,1544303,Feliz Navidad,Blowfly,bwqYVfylaco
42311,63778,One Mint Julep,The Challengers [US2],C3nsHH7Kvi8,631815,One Mint Julep,Count Basie,AAjJt0sKIQY
42521,1068668,Squeeze Me,DDT Jazzband,m5dYd6crV44,1177026,Squeeze Me,Teddy Wilson,cejMZLBHPMc
42657,1504220,Tristesse (So Deep Is the Night),Ambrose and His Orchestra (Vocal Chorus by Jack Cooper),H9aPgdFaB-w,603034,Kaukainen laulu,Pasi Kaunisto,VFStBpLMoco
43071,632389,Hero,Danni Da Ros,D9AfjYLbhWY,112112,Heroe,Mariah Carey,kq5TiV6wNmI
43102,693599,All Night Long,Tom Dice,X7fxim31JUQ,1719216,All Night Long (All Night),Sebastian Ferraz,bS9GlPxeQII
43118,517460,Nathalie,Gilbert Montagné,4lmyGYUDRJA,185980,Nathalie,Patrick Bruel,RekQSovJvTg
43257,1030209,The Closer I Get to You,For Lovers Only,Pr6_HfuWo-s,1727694,The Closer I Get to You,Jerome Clay,X1CeTJPfzuM
43380,191278,Linda Lu,The Seatsniffers,CST--mHBB9M,294812,Linda-Lu,The Standells,nXhHqzqYOMk
43588,77112,Every Little Bit Hurts,Cilla Black,qF3dxl1yXPQ,122134,Every Little Bit Hurts,Genya Ravan,-joB0lCm9Uk
43671,413802,Ain't No Way,Ann Wilson,9LUYistfkhM,634001,Ain't No Way,Demi Lovato,V6Q_A0zN_NU
