work_id,shift_amount,anchor_perf_id,target_perf_id,anchor_audio_file,target_audio_file
20625,1,20634,776191,20625_20634_Anchor_shift+1.wav,20625_776191_Target_shift+1.wav
20625,-1,20634,776191,20625_20634_Anchor_shift-1.wav,20625_776191_Target_shift-1.wav
20663,0,497458,775361,20663_497458_Anchor_shift0.wav,20663_775361_Target_shift0.wav
20663,1,497458,775361,20663_497458_Anchor_shift+1.wav,20663_775361_Target_shift+1.wav
20663,-1,497458,775361,20663_497458_Anchor_shift-1.wav,20663_775361_Target_shift-1.wav
20707,0,386565,329946,20707_386565_Anchor_shift0.wav,20707_329946_Target_shift0.wav
20707,1,386565,329946,20707_386565_Anchor_shift+1.wav,20707_329946_Target_shift+1.wav
20707,-1,386565,329946,20707_386565_Anchor_shift-1.wav,20707_329946_Target_shift-1.wav
20769,0,617061,675819,20769_617061_Anchor_shift0.wav,20769_675819_Target_shift0.wav
20769,1,617061,675819,20769_617061_Anchor_shift+1.wav,20769_675819_Target_shift+1.wav
20769,-1,617061,675819,20769_617061_Anchor_shift-1.wav,20769_675819_Target_shift-1.wav
20843,0,838821,1235539,20843_838821_Anchor_shift0.wav,20843_1235539_Target_shift0.wav
20843,1,838821,1235539,20843_838821_Anchor_shift+1.wav,20843_1235539_Target_shift+1.wav
20843,-1,838821,1235539,20843_838821_Anchor_shift-1.wav,20843_1235539_Target_shift-1.wav
21138,0,1205523,412641,21138_1205523_Anchor_shift0.wav,21138_412641_Target_shift0.wav
21138,1,1205523,412641,21138_1205523_Anchor_shift+1.wav,21138_412641_Target_shift+1.wav
21138,-1,1205523,412641,21138_1205523_Anchor_shift-1.wav,21138_412641_Target_shift-1.wav
21212,0,21213,35103,21212_21213_Anchor_shift0.wav,21212_35103_Target_shift0.wav
21212,1,21213,35103,21212_21213_Anchor_shift+1.wav,21212_35103_Target_shift+1.wav
21212,-1,21213,35103,21212_21213_Anchor_shift-1.wav,21212_35103_Target_shift-1.wav
21390,0,1104163,1514352,21390_1104163_Anchor_shift0.wav,21390_1514352_Target_shift0.wav
21390,1,1104163,1514352,21390_1104163_Anchor_shift+1.wav,21390_1514352_Target_shift+1.wav
21390,-1,1104163,1514352,21390_1104163_Anchor_shift-1.wav,21390_1514352_Target_shift-1.wav
21477,0,743621,538723,21477_743621_Anchor_shift0.wav,21477_538723_Target_shift0.wav
21477,1,743621,538723,21477_743621_Anchor_shift+1.wav,21477_538723_Target_shift+1.wav
21477,-1,743621,538723,21477_743621_Anchor_shift-1.wav,21477_538723_Target_shift-1.wav
21583,0,1477385,21583,21583_1477385_Anchor_shift0.wav,21583_21583_Target_shift0.wav
21583,1,1477385,21583,21583_1477385_Anchor_shift+1.wav,21583_21583_Target_shift+1.wav
21583,-1,1477385,21583,21583_1477385_Anchor_shift-1.wav,21583_21583_Target_shift-1.wav
21649,0,210920,21649,21649_210920_Anchor_shift0.wav,21649_21649_Target_shift0.wav
21649,1,210920,21649,21649_210920_Anchor_shift+1.wav,21649_21649_Target_shift+1.wav
21649,-1,210920,21649,21649_210920_Anchor_shift-1.wav,21649_21649_Target_shift-1.wav
21826,0,1507708,316292,21826_1507708_Anchor_shift0.wav,21826_316292_Target_shift0.wav
21826,1,1507708,316292,21826_1507708_Anchor_shift+1.wav,21826_316292_Target_shift+1.wav
21826,-1,1507708,316292,21826_1507708_Anchor_shift-1.wav,21826_316292_Target_shift-1.wav
21958,0,159445,160213,21958_159445_Anchor_shift0.wav,21958_160213_Target_shift0.wav
21958,1,159445,160213,21958_159445_Anchor_shift+1.wav,21958_160213_Target_shift+1.wav
21958,-1,159445,160213,21958_159445_Anchor_shift-1.wav,21958_160213_Target_shift-1.wav
22053,0,53369,22053,22053_53369_Anchor_shift0.wav,22053_22053_Target_shift0.wav
22053,1,53369,22053,22053_53369_Anchor_shift+1.wav,22053_22053_Target_shift+1.wav
22053,-1,53369,22053,22053_53369_Anchor_shift-1.wav,22053_22053_Target_shift-1.wav
22205,0,530416,22206,22205_530416_Anchor_shift0.wav,22205_22206_Target_shift0.wav
22205,1,530416,22206,22205_530416_Anchor_shift+1.wav,22205_22206_Target_shift+1.wav
22205,-1,530416,22206,22205_530416_Anchor_shift-1.wav,22205_22206_Target_shift-1.wav
22363,0,22364,1293606,22363_22364_Anchor_shift0.wav,22363_1293606_Target_shift0.wav
22363,1,22364,1293606,22363_22364_Anchor_shift+1.wav,22363_1293606_Target_shift+1.wav
22363,-1,22364,1293606,22363_22364_Anchor_shift-1.wav,22363_1293606_Target_shift-1.wav
22735,0,113898,592618,22735_113898_Anchor_shift0.wav,22735_592618_Target_shift0.wav
22735,1,113898,592618,22735_113898_Anchor_shift+1.wav,22735_592618_Target_shift+1.wav
22735,-1,113898,592618,22735_113898_Anchor_shift-1.wav,22735_592618_Target_shift-1.wav
22783,0,744136,1537026,22783_744136_Anchor_shift0.wav,22783_1537026_Target_shift0.wav
22783,1,744136,1537026,22783_744136_Anchor_shift+1.wav,22783_1537026_Target_shift+1.wav
22783,-1,744136,1537026,22783_744136_Anchor_shift-1.wav,22783_1537026_Target_shift-1.wav
22786,0,288084,1059191,22786_288084_Anchor_shift0.wav,22786_1059191_Target_shift0.wav
22786,1,288084,1059191,22786_288084_Anchor_shift+1.wav,22786_1059191_Target_shift+1.wav
22786,-1,288084,1059191,22786_288084_Anchor_shift-1.wav,22786_1059191_Target_shift-1.wav
23165,0,74160,1448983,23165_74160_Anchor_shift0.wav,23165_1448983_Target_shift0.wav
23165,1,74160,1448983,23165_74160_Anchor_shift+1.wav,23165_1448983_Target_shift+1.wav
23165,-1,74160,1448983,23165_74160_Anchor_shift-1.wav,23165_1448983_Target_shift-1.wav
23329,0,389498,23330,23329_389498_Anchor_shift0.wav,23329_23330_Target_shift0.wav
23329,1,389498,23330,23329_389498_Anchor_shift+1.wav,23329_23330_Target_shift+1.wav
23329,-1,389498,23330,23329_389498_Anchor_shift-1.wav,23329_23330_Target_shift-1.wav
23568,0,1341922,240640,23568_1341922_Anchor_shift0.wav,23568_240640_Target_shift0.wav
23568,1,1341922,240640,23568_1341922_Anchor_shift+1.wav,23568_240640_Target_shift+1.wav
23568,-1,1341922,240640,23568_1341922_Anchor_shift-1.wav,23568_240640_Target_shift-1.wav
23615,0,480040,1575072,23615_480040_Anchor_shift0.wav,23615_1575072_Target_shift0.wav
23615,1,480040,1575072,23615_480040_Anchor_shift+1.wav,23615_1575072_Target_shift+1.wav
23615,-1,480040,1575072,23615_480040_Anchor_shift-1.wav,23615_1575072_Target_shift-1.wav
23720,0,631158,943457,23720_631158_Anchor_shift0.wav,23720_943457_Target_shift0.wav
23720,1,631158,943457,23720_631158_Anchor_shift+1.wav,23720_943457_Target_shift+1.wav
23720,-1,631158,943457,23720_631158_Anchor_shift-1.wav,23720_943457_Target_shift-1.wav
23755,0,175262,23755,23755_175262_Anchor_shift0.wav,23755_23755_Target_shift0.wav
23755,1,175262,23755,23755_175262_Anchor_shift+1.wav,23755_23755_Target_shift+1.wav
23755,-1,175262,23755,23755_175262_Anchor_shift-1.wav,23755_23755_Target_shift-1.wav
24011,0,1375559,24011,24011_1375559_Anchor_shift0.wav,24011_24011_Target_shift0.wav
24011,1,1375559,24011,24011_1375559_Anchor_shift+1.wav,24011_24011_Target_shift+1.wav
24011,-1,1375559,24011,24011_1375559_Anchor_shift-1.wav,24011_24011_Target_shift-1.wav
24373,0,646412,1016891,24373_646412_Anchor_shift0.wav,24373_1016891_Target_shift0.wav
24373,1,646412,1016891,24373_646412_Anchor_shift+1.wav,24373_1016891_Target_shift+1.wav
24373,-1,646412,1016891,24373_646412_Anchor_shift-1.wav,24373_1016891_Target_shift-1.wav
24376,0,24377,1511474,24376_24377_Anchor_shift0.wav,24376_1511474_Target_shift0.wav
24376,1,24377,1511474,24376_24377_Anchor_shift+1.wav,24376_1511474_Target_shift+1.wav
24376,-1,24377,1511474,24376_24377_Anchor_shift-1.wav,24376_1511474_Target_shift-1.wav
24380,0,24384,24591,24380_24384_Anchor_shift0.wav,24380_24591_Target_shift0.wav
24380,1,24384,24591,24380_24384_Anchor_shift+1.wav,24380_24591_Target_shift+1.wav
24380,-1,24384,24591,24380_24384_Anchor_shift-1.wav,24380_24591_Target_shift-1.wav
24452,0,1314782,1454101,24452_1314782_Anchor_shift0.wav,24452_1454101_Target_shift0.wav
24452,1,1314782,1454101,24452_1314782_Anchor_shift+1.wav,24452_1454101_Target_shift+1.wav
24452,-1,1314782,1454101,24452_1314782_Anchor_shift-1.wav,24452_1454101_Target_shift-1.wav
24484,0,1740103,1433441,24484_1740103_Anchor_shift0.wav,24484_1433441_Target_shift0.wav
24484,1,1740103,1433441,24484_1740103_Anchor_shift+1.wav,24484_1433441_Target_shift+1.wav
24484,-1,1740103,1433441,24484_1740103_Anchor_shift-1.wav,24484_1433441_Target_shift-1.wav
24486,0,714432,1423166,24486_714432_Anchor_shift0.wav,24486_1423166_Target_shift0.wav
24486,1,714432,1423166,24486_714432_Anchor_shift+1.wav,24486_1423166_Target_shift+1.wav
24486,-1,714432,1423166,24486_714432_Anchor_shift-1.wav,24486_1423166_Target_shift-1.wav
24522,0,283262,1559591,24522_283262_Anchor_shift0.wav,24522_1559591_Target_shift0.wav
24522,1,283262,1559591,24522_283262_Anchor_shift+1.wav,24522_1559591_Target_shift+1.wav
24522,-1,283262,1559591,24522_283262_Anchor_shift-1.wav,24522_1559591_Target_shift-1.wav
24531,0,1247024,1481961,24531_1247024_Anchor_shift0.wav,24531_1481961_Target_shift0.wav
24531,1,1247024,1481961,24531_1247024_Anchor_shift+1.wav,24531_1481961_Target_shift+1.wav
24531,-1,1247024,1481961,24531_1247024_Anchor_shift-1.wav,24531_1481961_Target_shift-1.wav
24581,0,24584,62976,24581_24584_Anchor_shift0.wav,24581_62976_Target_shift0.wav
24581,1,24584,62976,24581_24584_Anchor_shift+1.wav,24581_62976_Target_shift+1.wav
24581,-1,24584,62976,24581_24584_Anchor_shift-1.wav,24581_62976_Target_shift-1.wav
25045,0,728298,198381,25045_728298_Anchor_shift0.wav,25045_198381_Target_shift0.wav
25045,1,728298,198381,25045_728298_Anchor_shift+1.wav,25045_198381_Target_shift+1.wav
25045,-1,728298,198381,25045_728298_Anchor_shift-1.wav,25045_198381_Target_shift-1.wav
25150,0,1061801,1593492,25150_1061801_Anchor_shift0.wav,25150_1593492_Target_shift0.wav
25150,1,1061801,1593492,25150_1061801_Anchor_shift+1.wav,25150_1593492_Target_shift+1.wav
25150,-1,1061801,1593492,25150_1061801_Anchor_shift-1.wav,25150_1593492_Target_shift-1.wav
25337,0,25344,69357,25337_25344_Anchor_shift0.wav,25337_69357_Target_shift0.wav
25337,1,25344,69357,25337_25344_Anchor_shift+1.wav,25337_69357_Target_shift+1.wav
25337,-1,25344,69357,25337_25344_Anchor_shift-1.wav,25337_69357_Target_shift-1.wav
25496,0,679643,1227605,25496_679643_Anchor_shift0.wav,25496_1227605_Target_shift0.wav
25496,1,679643,1227605,25496_679643_Anchor_shift+1.wav,25496_1227605_Target_shift+1.wav
25496,-1,679643,1227605,25496_679643_Anchor_shift-1.wav,25496_1227605_Target_shift-1.wav
25516,0,77432,126729,25516_77432_Anchor_shift0.wav,25516_126729_Target_shift0.wav
25516,1,77432,126729,25516_77432_Anchor_shift+1.wav,25516_126729_Target_shift+1.wav
25516,-1,77432,126729,25516_77432_Anchor_shift-1.wav,25516_126729_Target_shift-1.wav
25560,0,1174723,1737119,25560_1174723_Anchor_shift0.wav,25560_1737119_Target_shift0.wav
25560,1,1174723,1737119,25560_1174723_Anchor_shift+1.wav,25560_1737119_Target_shift+1.wav
25560,-1,1174723,1737119,25560_1174723_Anchor_shift-1.wav,25560_1737119_Target_shift-1.wav
25567,0,1124232,1317277,25567_1124232_Anchor_shift0.wav,25567_1317277_Target_shift0.wav
25567,1,1124232,1317277,25567_1124232_Anchor_shift+1.wav,25567_1317277_Target_shift+1.wav
25567,-1,1124232,1317277,25567_1124232_Anchor_shift-1.wav,25567_1317277_Target_shift-1.wav
25654,0,1438898,734335,25654_1438898_Anchor_shift0.wav,25654_734335_Target_shift0.wav
25654,1,1438898,734335,25654_1438898_Anchor_shift+1.wav,25654_734335_Target_shift+1.wav
25654,-1,1438898,734335,25654_1438898_Anchor_shift-1.wav,25654_734335_Target_shift-1.wav
25880,0,1395967,25880,25880_1395967_Anchor_shift0.wav,25880_25880_Target_shift0.wav
25880,1,1395967,25880,25880_1395967_Anchor_shift+1.wav,25880_25880_Target_shift+1.wav
25880,-1,1395967,25880,25880_1395967_Anchor_shift-1.wav,25880_25880_Target_shift-1.wav
26052,0,26054,1667174,26052_26054_Anchor_shift0.wav,26052_1667174_Target_shift0.wav
26052,1,26054,1667174,26052_26054_Anchor_shift+1.wav,26052_1667174_Target_shift+1.wav
26052,-1,26054,1667174,26052_26054_Anchor_shift-1.wav,26052_1667174_Target_shift-1.wav
26113,0,528838,1135660,26113_528838_Anchor_shift0.wav,26113_1135660_Target_shift0.wav
26113,1,528838,1135660,26113_528838_Anchor_shift+1.wav,26113_1135660_Target_shift+1.wav
26113,-1,528838,1135660,26113_528838_Anchor_shift-1.wav,26113_1135660_Target_shift-1.wav
26248,0,26256,885473,26248_26256_Anchor_shift0.wav,26248_885473_Target_shift0.wav
26248,1,26256,885473,26248_26256_Anchor_shift+1.wav,26248_885473_Target_shift+1.wav
26248,-1,26256,885473,26248_26256_Anchor_shift-1.wav,26248_885473_Target_shift-1.wav
26288,0,455911,26289,26288_455911_Anchor_shift0.wav,26288_26289_Target_shift0.wav
26288,1,455911,26289,26288_455911_Anchor_shift+1.wav,26288_26289_Target_shift+1.wav
26288,-1,455911,26289,26288_455911_Anchor_shift-1.wav,26288_26289_Target_shift-1.wav
26399,0,946722,1032168,26399_946722_Anchor_shift0.wav,26399_1032168_Target_shift0.wav
26399,1,946722,1032168,26399_946722_Anchor_shift+1.wav,26399_1032168_Target_shift+1.wav
26399,-1,946722,1032168,26399_946722_Anchor_shift-1.wav,26399_1032168_Target_shift-1.wav
26416,0,804848,1679967,26416_804848_Anchor_shift0.wav,26416_1679967_Target_shift0.wav
26416,1,804848,1679967,26416_804848_Anchor_shift+1.wav,26416_1679967_Target_shift+1.wav
26416,-1,804848,1679967,26416_804848_Anchor_shift-1.wav,26416_1679967_Target_shift-1.wav
26461,0,1578082,667282,26461_1578082_Anchor_shift0.wav,26461_667282_Target_shift0.wav
26461,1,1578082,667282,26461_1578082_Anchor_shift+1.wav,26461_667282_Target_shift+1.wav
26461,-1,1578082,667282,26461_1578082_Anchor_shift-1.wav,26461_667282_Target_shift-1.wav
26463,0,896345,1022100,26463_896345_Anchor_shift0.wav,26463_1022100_Target_shift0.wav
26463,1,896345,1022100,26463_896345_Anchor_shift+1.wav,26463_1022100_Target_shift+1.wav
26463,-1,896345,1022100,26463_896345_Anchor_shift-1.wav,26463_1022100_Target_shift-1.wav
26514,0,26520,178339,26514_26520_Anchor_shift0.wav,26514_178339_Target_shift0.wav
26514,1,26520,178339,26514_26520_Anchor_shift+1.wav,26514_178339_Target_shift+1.wav
26514,-1,26520,178339,26514_26520_Anchor_shift-1.wav,26514_178339_Target_shift-1.wav
26534,0,1392024,271867,26534_1392024_Anchor_shift0.wav,26534_271867_Target_shift0.wav
26534,1,1392024,271867,26534_1392024_Anchor_shift+1.wav,26534_271867_Target_shift+1.wav
26534,-1,1392024,271867,26534_1392024_Anchor_shift-1.wav,26534_271867_Target_shift-1.wav
26592,0,239422,504922,26592_239422_Anchor_shift0.wav,26592_504922_Target_shift0.wav
26592,1,239422,504922,26592_239422_Anchor_shift+1.wav,26592_504922_Target_shift+1.wav
26592,-1,239422,504922,26592_239422_Anchor_shift-1.wav,26592_504922_Target_shift-1.wav
26597,0,26600,26789,26597_26600_Anchor_shift0.wav,26597_26789_Target_shift0.wav
26597,1,26600,26789,26597_26600_Anchor_shift+1.wav,26597_26789_Target_shift+1.wav
26597,-1,26600,26789,26597_26600_Anchor_shift-1.wav,26597_26789_Target_shift-1.wav
26687,0,717481,26687,26687_717481_Anchor_shift0.wav,26687_26687_Target_shift0.wav
26687,1,717481,26687,26687_717481_Anchor_shift+1.wav,26687_26687_Target_shift+1.wav
26687,-1,717481,26687,26687_717481_Anchor_shift-1.wav,26687_26687_Target_shift-1.wav
26734,0,134204,810457,26734_134204_Anchor_shift0.wav,26734_810457_Target_shift0.wav
26734,1,134204,810457,26734_134204_Anchor_shift+1.wav,26734_810457_Target_shift+1.wav
26734,-1,134204,810457,26734_134204_Anchor_shift-1.wav,26734_810457_Target_shift-1.wav
27282,0,1513984,1737328,27282_1513984_Anchor_shift0.wav,27282_1737328_Target_shift0.wav
27282,1,1513984,1737328,27282_1513984_Anchor_shift+1.wav,27282_1737328_Target_shift+1.wav
27282,-1,1513984,1737328,27282_1513984_Anchor_shift-1.wav,27282_1737328_Target_shift-1.wav
27380,0,517076,442322,27380_517076_Anchor_shift0.wav,27380_442322_Target_shift0.wav
27380,1,517076,442322,27380_517076_Anchor_shift+1.wav,27380_442322_Target_shift+1.wav
27380,-1,517076,442322,27380_517076_Anchor_shift-1.wav,27380_442322_Target_shift-1.wav
27406,0,27417,1304408,27406_27417_Anchor_shift0.wav,27406_1304408_Target_shift0.wav
27406,1,27417,1304408,27406_27417_Anchor_shift+1.wav,27406_1304408_Target_shift+1.wav
27406,-1,27417,1304408,27406_27417_Anchor_shift-1.wav,27406_1304408_Target_shift-1.wav
27453,0,35495,109818,27453_35495_Anchor_shift0.wav,27453_109818_Target_shift0.wav
27453,1,35495,109818,27453_35495_Anchor_shift+1.wav,27453_109818_Target_shift+1.wav
27453,-1,35495,109818,27453_35495_Anchor_shift-1.wav,27453_109818_Target_shift-1.wav
27554,0,1439122,1754913,27554_1439122_Anchor_shift0.wav,27554_1754913_Target_shift0.wav
27554,1,1439122,1754913,27554_1439122_Anchor_shift+1.wav,27554_1754913_Target_shift+1.wav
27554,-1,1439122,1754913,27554_1439122_Anchor_shift-1.wav,27554_1754913_Target_shift-1.wav
27614,0,619215,27627,27614_619215_Anchor_shift0.wav,27614_27627_Target_shift0.wav
27614,1,619215,27627,27614_619215_Anchor_shift+1.wav,27614_27627_Target_shift+1.wav
27614,-1,619215,27627,27614_619215_Anchor_shift-1.wav,27614_27627_Target_shift-1.wav
27643,0,1235097,1235784,27643_1235097_Anchor_shift0.wav,27643_1235784_Target_shift0.wav
27643,1,1235097,1235784,27643_1235097_Anchor_shift+1.wav,27643_1235784_Target_shift+1.wav
27643,-1,1235097,1235784,27643_1235097_Anchor_shift-1.wav,27643_1235784_Target_shift-1.wav
27828,0,1281257,667352,27828_1281257_Anchor_shift0.wav,27828_667352_Target_shift0.wav
27828,1,1281257,667352,27828_1281257_Anchor_shift+1.wav,27828_667352_Target_shift+1.wav
27828,-1,1281257,667352,27828_1281257_Anchor_shift-1.wav,27828_667352_Target_shift-1.wav
27915,0,286935,1374812,27915_286935_Anchor_shift0.wav,27915_1374812_Target_shift0.wav
27915,1,286935,1374812,27915_286935_Anchor_shift+1.wav,27915_1374812_Target_shift+1.wav
27915,-1,286935,1374812,27915_286935_Anchor_shift-1.wav,27915_1374812_Target_shift-1.wav
27944,0,28198,549161,27944_28198_Anchor_shift0.wav,27944_549161_Target_shift0.wav
27944,1,28198,549161,27944_28198_Anchor_shift+1.wav,27944_549161_Target_shift+1.wav
27944,-1,28198,549161,27944_28198_Anchor_shift-1.wav,27944_549161_Target_shift-1.wav
27946,0,368347,1611474,27946_368347_Anchor_shift0.wav,27946_1611474_Target_shift0.wav
27946,1,368347,1611474,27946_368347_Anchor_shift+1.wav,27946_1611474_Target_shift+1.wav
27946,-1,368347,1611474,27946_368347_Anchor_shift-1.wav,27946_1611474_Target_shift-1.wav
28065,0,312290,1350387,28065_312290_Anchor_shift0.wav,28065_1350387_Target_shift0.wav
28065,1,312290,1350387,28065_312290_Anchor_shift+1.wav,28065_1350387_Target_shift+1.wav
28065,-1,312290,1350387,28065_312290_Anchor_shift-1.wav,28065_1350387_Target_shift-1.wav
28358,0,28358,42502,28358_28358_Anchor_shift0.wav,28358_42502_Target_shift0.wav
28358,1,28358,42502,28358_28358_Anchor_shift+1.wav,28358_42502_Target_shift+1.wav
28358,-1,28358,42502,28358_28358_Anchor_shift-1.wav,28358_42502_Target_shift-1.wav
28374,0,118008,980299,28374_118008_Anchor_shift0.wav,28374_980299_Target_shift0.wav
28374,1,118008,980299,28374_118008_Anchor_shift+1.wav,28374_980299_Target_shift+1.wav
28374,-1,118008,980299,28374_118008_Anchor_shift-1.wav,28374_980299_Target_shift-1.wav
28397,0,138083,28397,28397_138083_Anchor_shift0.wav,28397_28397_Target_shift0.wav
28397,1,138083,28397,28397_138083_Anchor_shift+1.wav,28397_28397_Target_shift+1.wav
28397,-1,138083,28397,28397_138083_Anchor_shift-1.wav,28397_28397_Target_shift-1.wav
28528,0,951425,1044821,28528_951425_Anchor_shift0.wav,28528_1044821_Target_shift0.wav
28528,1,951425,1044821,28528_951425_Anchor_shift+1.wav,28528_1044821_Target_shift+1.wav
28528,-1,951425,1044821,28528_951425_Anchor_shift-1.wav,28528_1044821_Target_shift-1.wav
28539,0,371363,1470413,28539_371363_Anchor_shift0.wav,28539_1470413_Target_shift0.wav
28539,1,371363,1470413,28539_371363_Anchor_shift+1.wav,28539_1470413_Target_shift+1.wav
28539,-1,371363,1470413,28539_371363_Anchor_shift-1.wav,28539_1470413_Target_shift-1.wav
28545,0,130656,1204953,28545_130656_Anchor_shift0.wav,28545_1204953_Target_shift0.wav
28545,1,130656,1204953,28545_130656_Anchor_shift+1.wav,28545_1204953_Target_shift+1.wav
28545,-1,130656,1204953,28545_130656_Anchor_shift-1.wav,28545_1204953_Target_shift-1.wav
28637,0,394621,1145071,28637_394621_Anchor_shift0.wav,28637_1145071_Target_shift0.wav
28637,1,394621,1145071,28637_394621_Anchor_shift+1.wav,28637_1145071_Target_shift+1.wav
28637,-1,394621,1145071,28637_394621_Anchor_shift-1.wav,28637_1145071_Target_shift-1.wav
28689,0,1576513,932570,28689_1576513_Anchor_shift0.wav,28689_932570_Target_shift0.wav
28689,1,1576513,932570,28689_1576513_Anchor_shift+1.wav,28689_932570_Target_shift+1.wav
28689,-1,1576513,932570,28689_1576513_Anchor_shift-1.wav,28689_932570_Target_shift-1.wav
28695,0,284791,436557,28695_284791_Anchor_shift0.wav,28695_436557_Target_shift0.wav
28695,1,284791,436557,28695_284791_Anchor_shift+1.wav,28695_436557_Target_shift+1.wav
28695,-1,284791,436557,28695_284791_Anchor_shift-1.wav,28695_436557_Target_shift-1.wav
28708,0,302557,1629648,28708_302557_Anchor_shift0.wav,28708_1629648_Target_shift0.wav
28708,1,302557,1629648,28708_302557_Anchor_shift+1.wav,28708_1629648_Target_shift+1.wav
28708,-1,302557,1629648,28708_302557_Anchor_shift-1.wav,28708_1629648_Target_shift-1.wav
28720,0,1286002,119437,28720_1286002_Anchor_shift0.wav,28720_119437_Target_shift0.wav
28720,1,1286002,119437,28720_1286002_Anchor_shift+1.wav,28720_119437_Target_shift+1.wav
28720,-1,1286002,119437,28720_1286002_Anchor_shift-1.wav,28720_119437_Target_shift-1.wav
28761,0,117946,28761,28761_117946_Anchor_shift0.wav,28761_28761_Target_shift0.wav
28761,1,117946,28761,28761_117946_Anchor_shift+1.wav,28761_28761_Target_shift+1.wav
28761,-1,117946,28761,28761_117946_Anchor_shift-1.wav,28761_28761_Target_shift-1.wav
28959,0,1314523,28959,28959_1314523_Anchor_shift0.wav,28959_28959_Target_shift0.wav
28959,1,1314523,28959,28959_1314523_Anchor_shift+1.wav,28959_28959_Target_shift+1.wav
28959,-1,1314523,28959,28959_1314523_Anchor_shift-1.wav,28959_28959_Target_shift-1.wav
29007,0,343693,75905,29007_343693_Anchor_shift0.wav,29007_75905_Target_shift0.wav
29007,1,343693,75905,29007_343693_Anchor_shift+1.wav,29007_75905_Target_shift+1.wav
29007,-1,343693,75905,29007_343693_Anchor_shift-1.wav,29007_75905_Target_shift-1.wav
29160,0,128176,798221,29160_128176_Anchor_shift0.wav,29160_798221_Target_shift0.wav
29160,1,128176,798221,29160_128176_Anchor_shift+1.wav,29160_798221_Target_shift+1.wav
29160,-1,128176,798221,29160_128176_Anchor_shift-1.wav,29160_798221_Target_shift-1.wav
29299,0,938726,1159114,29299_938726_Anchor_shift0.wav,29299_1159114_Target_shift0.wav
29299,1,938726,1159114,29299_938726_Anchor_shift+1.wav,29299_1159114_Target_shift+1.wav
29299,-1,938726,1159114,29299_938726_Anchor_shift-1.wav,29299_1159114_Target_shift-1.wav
29380,0,936197,886972,29380_936197_Anchor_shift0.wav,29380_886972_Target_shift0.wav
29380,1,936197,886972,29380_936197_Anchor_shift+1.wav,29380_886972_Target_shift+1.wav
29380,-1,936197,886972,29380_936197_Anchor_shift-1.wav,29380_886972_Target_shift-1.wav
29768,0,324518,387691,29768_324518_Anchor_shift0.wav,29768_387691_Target_shift0.wav
29768,1,324518,387691,29768_324518_Anchor_shift+1.wav,29768_387691_Target_shift+1.wav
29768,-1,324518,387691,29768_324518_Anchor_shift-1.wav,29768_387691_Target_shift-1.wav
29773,0,29773,657202,29773_29773_Anchor_shift0.wav,29773_657202_Target_shift0.wav
29773,1,29773,657202,29773_29773_Anchor_shift+1.wav,29773_657202_Target_shift+1.wav
29773,-1,29773,657202,29773_29773_Anchor_shift-1.wav,29773_657202_Target_shift-1.wav
29958,0,1649139,1579656,29958_1649139_Anchor_shift0.wav,29958_1579656_Target_shift0.wav
29958,1,1649139,1579656,29958_1649139_Anchor_shift+1.wav,29958_1579656_Target_shift+1.wav
29958,-1,1649139,1579656,29958_1649139_Anchor_shift-1.wav,29958_1579656_Target_shift-1.wav
29992,0,1394838,1717285,29992_1394838_Anchor_shift0.wav,29992_1717285_Target_shift0.wav
29992,1,1394838,1717285,29992_1394838_Anchor_shift+1.wav,29992_1717285_Target_shift+1.wav
29992,-1,1394838,1717285,29992_1394838_Anchor_shift-1.wav,29992_1717285_Target_shift-1.wav
30322,0,205120,1116047,30322_205120_Anchor_shift0.wav,30322_1116047_Target_shift0.wav
30322,1,205120,1116047,30322_205120_Anchor_shift+1.wav,30322_1116047_Target_shift+1.wav
30322,-1,205120,1116047,30322_205120_Anchor_shift-1.wav,30322_1116047_Target_shift-1.wav
30364,0,436360,274626,30364_436360_Anchor_shift0.wav,30364_274626_Target_shift0.wav
30364,1,436360,274626,30364_436360_Anchor_shift+1.wav,30364_274626_Target_shift+1.wav
30364,-1,436360,274626,30364_436360_Anchor_shift-1.wav,30364_274626_Target_shift-1.wav
30576,0,161297,990558,30576_161297_Anchor_shift0.wav,30576_990558_Target_shift0.wav
30576,1,161297,990558,30576_161297_Anchor_shift+1.wav,30576_990558_Target_shift+1.wav
30576,-1,161297,990558,30576_161297_Anchor_shift-1.wav,30576_990558_Target_shift-1.wav
30690,0,445727,1200686,30690_445727_Anchor_shift0.wav,30690_1200686_Target_shift0.wav
30690,1,445727,1200686,30690_445727_Anchor_shift+1.wav,30690_1200686_Target_shift+1.wav
30690,-1,445727,1200686,30690_445727_Anchor_shift-1.wav,30690_1200686_Target_shift-1.wav
30905,0,20587,182982,30905_20587_Anchor_shift0.wav,30905_182982_Target_shift0.wav
30905,1,20587,182982,30905_20587_Anchor_shift+1.wav,30905_182982_Target_shift+1.wav
30905,-1,20587,182982,30905_20587_Anchor_shift-1.wav,30905_182982_Target_shift-1.wav
31360,0,1085407,31361,31360_1085407_Anchor_shift0.wav,31360_31361_Target_shift0.wav
31360,1,1085407,31361,31360_1085407_Anchor_shift+1.wav,31360_31361_Target_shift+1.wav
31360,-1,1085407,31361,31360_1085407_Anchor_shift-1.wav,31360_31361_Target_shift-1.wav
