work_id,anchor_perf_id,target_perf_id,anchor_audio_file,target_audio_file
12137,1421958,1669023,12137_1421958_Anchor_Chorus.wav,12137_1669023_Target_Chorus.wav
12150,12150,124377,12150_12150_Anchor_Chorus.wav,12150_124377_Target_Chorus.wav
12272,1534351,1755271,12272_1534351_Anchor_Chorus.wav,12272_1755271_Target_Chorus.wav
12317,561142,391394,12317_561142_Anchor_Chorus.wav,12317_391394_Target_Chorus.wav
12332,252160,281874,12332_252160_Anchor_Chorus.wav,12332_281874_Target_Chorus.wav
12357,296188,416253,12357_296188_Anchor_Chorus.wav,12357_416253_Target_Chorus.wav
12395,30940,1184600,12395_30940_Anchor_Chorus.wav,12395_1184600_Target_Chorus.wav
12404,1042861,88734,12404_1042861_Anchor_Chorus.wav,12404_88734_Target_Chorus.wav
12448,144219,261245,12448_144219_Anchor_Chorus.wav,12448_261245_Target_Chorus.wav
12457,129984,12458,12457_129984_Anchor_Chorus.wav,12457_12458_Target_Chorus.wav
12462,398693,1292753,12462_398693_Anchor_Chorus.wav,12462_1292753_Target_Chorus.wav
12481,12483,1442830,12481_12483_Anchor_Chorus.wav,12481_1442830_Target_Chorus.wav
12694,27185,800914,12694_27185_Anchor_Chorus.wav,12694_800914_Target_Chorus.wav
12701,693933,1098826,12701_693933_Anchor_Chorus.wav,12701_1098826_Target_Chorus.wav
12792,199088,1511662,12792_199088_Anchor_Chorus.wav,12792_1511662_Target_Chorus.wav
12837,1555823,1697518,12837_1555823_Anchor_Chorus.wav,12837_1697518_Target_Chorus.wav
12844,291904,787689,12844_291904_Anchor_Chorus.wav,12844_787689_Target_Chorus.wav
12947,12952,91758,12947_12952_Anchor_Chorus.wav,12947_91758_Target_Chorus.wav
12968,520492,1229146,12968_520492_Anchor_Chorus.wav,12968_1229146_Target_Chorus.wav
12992,411999,238473,12992_411999_Anchor_Chorus.wav,12992_238473_Target_Chorus.wav
13050,34827,957628,13050_34827_Anchor_Chorus.wav,13050_957628_Target_Chorus.wav
13152,85529,13152,13152_85529_Anchor_Chorus.wav,13152_13152_Target_Chorus.wav
13208,61456,1308769,13208_61456_Anchor_Chorus.wav,13208_1308769_Target_Chorus.wav
13219,13219,473147,13219_13219_Anchor_Chorus.wav,13219_473147_Target_Chorus.wav
13251,1057966,1559672,13251_1057966_Anchor_Chorus.wav,13251_1559672_Target_Chorus.wav
13305,290679,976204,13305_290679_Anchor_Chorus.wav,13305_976204_Target_Chorus.wav
13390,1348146,1680196,13390_1348146_Anchor_Chorus.wav,13390_1680196_Target_Chorus.wav
13552,224931,738360,13552_224931_Anchor_Chorus.wav,13552_738360_Target_Chorus.wav
13567,43153,471565,13567_43153_Anchor_Chorus.wav,13567_471565_Target_Chorus.wav
13571,290603,1474146,13571_290603_Anchor_Chorus.wav,13571_1474146_Target_Chorus.wav
13691,186200,395095,13691_186200_Anchor_Chorus.wav,13691_395095_Target_Chorus.wav
13703,330334,1294618,13703_330334_Anchor_Chorus.wav,13703_1294618_Target_Chorus.wav
13861,13861,13864,13861_13861_Anchor_Chorus.wav,13861_13864_Target_Chorus.wav
13890,207258,1570317,13890_207258_Anchor_Chorus.wav,13890_1570317_Target_Chorus.wav
13936,13940,95363,13936_13940_Anchor_Chorus.wav,13936_95363_Target_Chorus.wav
13979,471878,1359998,13979_471878_Anchor_Chorus.wav,13979_1359998_Target_Chorus.wav
14025,37653,221189,14025_37653_Anchor_Chorus.wav,14025_221189_Target_Chorus.wav
14035,36753,971068,14035_36753_Anchor_Chorus.wav,14035_971068_Target_Chorus.wav
14138,1536595,147847,14138_1536595_Anchor_Chorus.wav,14138_147847_Target_Chorus.wav
14299,14314,1545949,14299_14314_Anchor_Chorus.wav,14299_1545949_Target_Chorus.wav
14330,192222,633991,14330_192222_Anchor_Chorus.wav,14330_633991_Target_Chorus.wav
14432,37892,284788,14432_37892_Anchor_Chorus.wav,14432_284788_Target_Chorus.wav
14483,1460121,1430366,14483_1460121_Anchor_Chorus.wav,14483_1430366_Target_Chorus.wav
14752,940708,641492,14752_940708_Anchor_Chorus.wav,14752_641492_Target_Chorus.wav
14804,225331,833940,14804_225331_Anchor_Chorus.wav,14804_833940_Target_Chorus.wav
14853,1261740,1377979,14853_1261740_Anchor_Chorus.wav,14853_1377979_Target_Chorus.wav
14861,1340549,915430,14861_1340549_Anchor_Chorus.wav,14861_915430_Target_Chorus.wav
14884,384557,1100511,14884_384557_Anchor_Chorus.wav,14884_1100511_Target_Chorus.wav
15326,16712,1749011,15326_16712_Anchor_Chorus.wav,15326_1749011_Target_Chorus.wav
15353,726641,1603005,15353_726641_Anchor_Chorus.wav,15353_1603005_Target_Chorus.wav
15385,507414,15385,15385_507414_Anchor_Chorus.wav,15385_15385_Target_Chorus.wav
15488,33666,1471606,15488_33666_Anchor_Chorus.wav,15488_1471606_Target_Chorus.wav
15495,1076397,1213087,15495_1076397_Anchor_Chorus.wav,15495_1213087_Target_Chorus.wav
15579,720086,1476157,15579_720086_Anchor_Chorus.wav,15579_1476157_Target_Chorus.wav
15801,75080,1420545,15801_75080_Anchor_Chorus.wav,15801_1420545_Target_Chorus.wav
15916,369882,1385319,15916_369882_Anchor_Chorus.wav,15916_1385319_Target_Chorus.wav
16203,16207,70843,16203_16207_Anchor_Chorus.wav,16203_70843_Target_Chorus.wav
16231,420967,680657,16231_420967_Anchor_Chorus.wav,16231_680657_Target_Chorus.wav
16477,1556667,1698587,16477_1556667_Anchor_Chorus.wav,16477_1698587_Target_Chorus.wav
16537,380417,51485,16537_380417_Anchor_Chorus.wav,16537_51485_Target_Chorus.wav
17026,101737,614635,17026_101737_Anchor_Chorus.wav,17026_614635_Target_Chorus.wav
17258,755657,1305960,17258_755657_Anchor_Chorus.wav,17258_1305960_Target_Chorus.wav
17306,204608,17306,17306_204608_Anchor_Chorus.wav,17306_17306_Target_Chorus.wav
17308,52330,528201,17308_52330_Anchor_Chorus.wav,17308_528201_Target_Chorus.wav
17454,1376599,17454,17454_1376599_Anchor_Chorus.wav,17454_17454_Target_Chorus.wav
17551,280886,1445125,17551_280886_Anchor_Chorus.wav,17551_1445125_Target_Chorus.wav
17957,558748,1691826,17957_558748_Anchor_Chorus.wav,17957_1691826_Target_Chorus.wav
17970,169614,17970,17970_169614_Anchor_Chorus.wav,17970_17970_Target_Chorus.wav
18398,917749,920030,18398_917749_Anchor_Chorus.wav,18398_920030_Target_Chorus.wav
18501,842026,1141454,18501_842026_Anchor_Chorus.wav,18501_1141454_Target_Chorus.wav
18538,18538,1321526,18538_18538_Anchor_Chorus.wav,18538_1321526_Target_Chorus.wav
18937,1549469,851463,18937_1549469_Anchor_Chorus.wav,18937_851463_Target_Chorus.wav
19329,340298,465406,19329_340298_Anchor_Chorus.wav,19329_465406_Target_Chorus.wav
19524,781184,1207566,19524_781184_Anchor_Chorus.wav,19524_1207566_Target_Chorus.wav
19566,1553530,19567,19566_1553530_Anchor_Chorus.wav,19566_19567_Target_Chorus.wav
19629,177401,789877,19629_177401_Anchor_Chorus.wav,19629_789877_Target_Chorus.wav
19674,19676,376765,19674_19676_Anchor_Chorus.wav,19674_376765_Target_Chorus.wav
19702,1510469,291336,19702_1510469_Anchor_Chorus.wav,19702_291336_Target_Chorus.wav
19903,358554,1148710,19903_358554_Anchor_Chorus.wav,19903_1148710_Target_Chorus.wav
19934,595715,799338,19934_595715_Anchor_Chorus.wav,19934_799338_Target_Chorus.wav
19937,333036,707250,19937_333036_Anchor_Chorus.wav,19937_707250_Target_Chorus.wav
20036,814436,1669037,20036_814436_Anchor_Chorus.wav,20036_1669037_Target_Chorus.wav
20054,41148,20054,20054_41148_Anchor_Chorus.wav,20054_20054_Target_Chorus.wav
20097,932370,1163882,20097_932370_Anchor_Chorus.wav,20097_1163882_Target_Chorus.wav
20129,66845,1513891,20129_66845_Anchor_Chorus.wav,20129_1513891_Target_Chorus.wav
20149,51513,116885,20149_51513_Anchor_Chorus.wav,20149_116885_Target_Chorus.wav
20151,364759,1643837,20151_364759_Anchor_Chorus.wav,20151_1643837_Target_Chorus.wav
20256,1736003,265086,20256_1736003_Anchor_Chorus.wav,20256_265086_Target_Chorus.wav
20278,515845,816206,20278_515845_Anchor_Chorus.wav,20278_816206_Target_Chorus.wav
20281,395537,1416285,20281_395537_Anchor_Chorus.wav,20281_1416285_Target_Chorus.wav
20287,613749,1020454,20287_613749_Anchor_Chorus.wav,20287_1020454_Target_Chorus.wav
20356,949150,20356,20356_949150_Anchor_Chorus.wav,20356_20356_Target_Chorus.wav
20498,538570,990401,20498_538570_Anchor_Chorus.wav,20498_990401_Target_Chorus.wav
20541,32585,108328,20541_32585_Anchor_Chorus.wav,20541_108328_Target_Chorus.wav
20610,777951,1198666,20610_777951_Anchor_Chorus.wav,20610_1198666_Target_Chorus.wav
20623,293866,392158,20623_293866_Anchor_Chorus.wav,20623_392158_Target_Chorus.wav
20625,20634,776191,20625_20634_Anchor_Chorus.wav,20625_776191_Target_Chorus.wav
20663,497458,775361,20663_497458_Anchor_Chorus.wav,20663_775361_Target_Chorus.wav
20707,386565,329946,20707_386565_Anchor_Chorus.wav,20707_329946_Target_Chorus.wav
20769,617061,675819,20769_617061_Anchor_Chorus.wav,20769_675819_Target_Chorus.wav
20843,838821,1235539,20843_838821_Anchor_Chorus.wav,20843_1235539_Target_Chorus.wav
21138,1205523,412641,21138_1205523_Anchor_Chorus.wav,21138_412641_Target_Chorus.wav
21212,21213,35103,21212_21213_Anchor_Chorus.wav,21212_35103_Target_Chorus.wav
21390,1104163,1514352,21390_1104163_Anchor_Chorus.wav,21390_1514352_Target_Chorus.wav
21477,743621,538723,21477_743621_Anchor_Chorus.wav,21477_538723_Target_Chorus.wav
21583,1477385,21583,21583_1477385_Anchor_Chorus.wav,21583_21583_Target_Chorus.wav
21649,210920,21649,21649_210920_Anchor_Chorus.wav,21649_21649_Target_Chorus.wav
21826,1507708,316292,21826_1507708_Anchor_Chorus.wav,21826_316292_Target_Chorus.wav
21958,159445,160213,21958_159445_Anchor_Chorus.wav,21958_160213_Target_Chorus.wav
22053,53369,22053,22053_53369_Anchor_Chorus.wav,22053_22053_Target_Chorus.wav
22205,530416,22206,22205_530416_Anchor_Chorus.wav,22205_22206_Target_Chorus.wav
22363,22364,1293606,22363_22364_Anchor_Chorus.wav,22363_1293606_Target_Chorus.wav
22735,113898,592618,22735_113898_Anchor_Chorus.wav,22735_592618_Target_Chorus.wav
22783,744136,1537026,22783_744136_Anchor_Chorus.wav,22783_1537026_Target_Chorus.wav
22786,288084,1059191,22786_288084_Anchor_Chorus.wav,22786_1059191_Target_Chorus.wav
23165,74160,1448983,23165_74160_Anchor_Chorus.wav,23165_1448983_Target_Chorus.wav
23329,389498,23330,23329_389498_Anchor_Chorus.wav,23329_23330_Target_Chorus.wav
23568,1341922,240640,23568_1341922_Anchor_Chorus.wav,23568_240640_Target_Chorus.wav
23615,480040,1575072,23615_480040_Anchor_Chorus.wav,23615_1575072_Target_Chorus.wav
23720,631158,943457,23720_631158_Anchor_Chorus.wav,23720_943457_Target_Chorus.wav
23755,175262,23755,23755_175262_Anchor_Chorus.wav,23755_23755_Target_Chorus.wav
24011,1375559,24011,24011_1375559_Anchor_Chorus.wav,24011_24011_Target_Chorus.wav
24373,646412,1016891,24373_646412_Anchor_Chorus.wav,24373_1016891_Target_Chorus.wav
24376,24377,1511474,24376_24377_Anchor_Chorus.wav,24376_1511474_Target_Chorus.wav
24380,24384,24591,24380_24384_Anchor_Chorus.wav,24380_24591_Target_Chorus.wav
24452,1314782,1454101,24452_1314782_Anchor_Chorus.wav,24452_1454101_Target_Chorus.wav
24484,1740103,1433441,24484_1740103_Anchor_Chorus.wav,24484_1433441_Target_Chorus.wav
24486,714432,1423166,24486_714432_Anchor_Chorus.wav,24486_1423166_Target_Chorus.wav
24522,283262,1559591,24522_283262_Anchor_Chorus.wav,24522_1559591_Target_Chorus.wav
24531,1247024,1481961,24531_1247024_Anchor_Chorus.wav,24531_1481961_Target_Chorus.wav
24581,24584,62976,24581_24584_Anchor_Chorus.wav,24581_62976_Target_Chorus.wav
25045,728298,198381,25045_728298_Anchor_Chorus.wav,25045_198381_Target_Chorus.wav
25150,1061801,1593492,25150_1061801_Anchor_Chorus.wav,25150_1593492_Target_Chorus.wav
25337,25344,69357,25337_25344_Anchor_Chorus.wav,25337_69357_Target_Chorus.wav
25496,679643,1227605,25496_679643_Anchor_Chorus.wav,25496_1227605_Target_Chorus.wav
25516,77432,126729,25516_77432_Anchor_Chorus.wav,25516_126729_Target_Chorus.wav
25560,1174723,1737119,25560_1174723_Anchor_Chorus.wav,25560_1737119_Target_Chorus.wav
25567,1124232,1317277,25567_1124232_Anchor_Chorus.wav,25567_1317277_Target_Chorus.wav
25654,1438898,734335,25654_1438898_Anchor_Chorus.wav,25654_734335_Target_Chorus.wav
25880,1395967,25880,25880_1395967_Anchor_Chorus.wav,25880_25880_Target_Chorus.wav
26052,26054,1667174,26052_26054_Anchor_Chorus.wav,26052_1667174_Target_Chorus.wav
26113,528838,1135660,26113_528838_Anchor_Chorus.wav,26113_1135660_Target_Chorus.wav
26248,26256,885473,26248_26256_Anchor_Chorus.wav,26248_885473_Target_Chorus.wav
26288,455911,26289,26288_455911_Anchor_Chorus.wav,26288_26289_Target_Chorus.wav
26399,946722,1032168,26399_946722_Anchor_Chorus.wav,26399_1032168_Target_Chorus.wav
26416,804848,1679967,26416_804848_Anchor_Chorus.wav,26416_1679967_Target_Chorus.wav
26461,1578082,667282,26461_1578082_Anchor_Chorus.wav,26461_667282_Target_Chorus.wav
26463,896345,1022100,26463_896345_Anchor_Chorus.wav,26463_1022100_Target_Chorus.wav
26514,26520,178339,26514_26520_Anchor_Chorus.wav,26514_178339_Target_Chorus.wav
26534,1392024,271867,26534_1392024_Anchor_Chorus.wav,26534_271867_Target_Chorus.wav
26592,239422,504922,26592_239422_Anchor_Chorus.wav,26592_504922_Target_Chorus.wav
26597,26600,26789,26597_26600_Anchor_Chorus.wav,26597_26789_Target_Chorus.wav
26687,717481,26687,26687_717481_Anchor_Chorus.wav,26687_26687_Target_Chorus.wav
26734,134204,810457,26734_134204_Anchor_Chorus.wav,26734_810457_Target_Chorus.wav
27282,1513984,1737328,27282_1513984_Anchor_Chorus.wav,27282_1737328_Target_Chorus.wav
27380,517076,442322,27380_517076_Anchor_Chorus.wav,27380_442322_Target_Chorus.wav
27406,27417,1304408,27406_27417_Anchor_Chorus.wav,27406_1304408_Target_Chorus.wav
27453,35495,109818,27453_35495_Anchor_Chorus.wav,27453_109818_Target_Chorus.wav
27554,1439122,1754913,27554_1439122_Anchor_Chorus.wav,27554_1754913_Target_Chorus.wav
27614,619215,27627,27614_619215_Anchor_Chorus.wav,27614_27627_Target_Chorus.wav
27643,1235097,1235784,27643_1235097_Anchor_Chorus.wav,27643_1235784_Target_Chorus.wav
27828,1281257,667352,27828_1281257_Anchor_Chorus.wav,27828_667352_Target_Chorus.wav
27915,286935,1374812,27915_286935_Anchor_Chorus.wav,27915_1374812_Target_Chorus.wav
27944,28198,549161,27944_28198_Anchor_Chorus.wav,27944_549161_Target_Chorus.wav
27946,368347,1611474,27946_368347_Anchor_Chorus.wav,27946_1611474_Target_Chorus.wav
28065,312290,1350387,28065_312290_Anchor_Chorus.wav,28065_1350387_Target_Chorus.wav
28358,28358,42502,28358_28358_Anchor_Chorus.wav,28358_42502_Target_Chorus.wav
28374,118008,980299,28374_118008_Anchor_Chorus.wav,28374_980299_Target_Chorus.wav
28397,138083,28397,28397_138083_Anchor_Chorus.wav,28397_28397_Target_Chorus.wav
28528,951425,1044821,28528_951425_Anchor_Chorus.wav,28528_1044821_Target_Chorus.wav
28539,371363,1470413,28539_371363_Anchor_Chorus.wav,28539_1470413_Target_Chorus.wav
28545,130656,1204953,28545_130656_Anchor_Chorus.wav,28545_1204953_Target_Chorus.wav
28637,394621,1145071,28637_394621_Anchor_Chorus.wav,28637_1145071_Target_Chorus.wav
28689,1576513,932570,28689_1576513_Anchor_Chorus.wav,28689_932570_Target_Chorus.wav
28695,284791,436557,28695_284791_Anchor_Chorus.wav,28695_436557_Target_Chorus.wav
28708,302557,1629648,28708_302557_Anchor_Chorus.wav,28708_1629648_Target_Chorus.wav
28720,1286002,119437,28720_1286002_Anchor_Chorus.wav,28720_119437_Target_Chorus.wav
28761,117946,28761,28761_117946_Anchor_Chorus.wav,28761_28761_Target_Chorus.wav
28959,1314523,28959,28959_1314523_Anchor_Chorus.wav,28959_28959_Target_Chorus.wav
29007,343693,75905,29007_343693_Anchor_Chorus.wav,29007_75905_Target_Chorus.wav
29160,128176,798221,29160_128176_Anchor_Chorus.wav,29160_798221_Target_Chorus.wav
29299,938726,1159114,29299_938726_Anchor_Chorus.wav,29299_1159114_Target_Chorus.wav
29380,936197,886972,29380_936197_Anchor_Chorus.wav,29380_886972_Target_Chorus.wav
29768,324518,387691,29768_324518_Anchor_Chorus.wav,29768_387691_Target_Chorus.wav
29773,29773,657202,29773_29773_Anchor_Chorus.wav,29773_657202_Target_Chorus.wav
29958,1649139,1579656,29958_1649139_Anchor_Chorus.wav,29958_1579656_Target_Chorus.wav
29992,1394838,1717285,29992_1394838_Anchor_Chorus.wav,29992_1717285_Target_Chorus.wav
30322,205120,1116047,30322_205120_Anchor_Chorus.wav,30322_1116047_Target_Chorus.wav
30364,436360,274626,30364_436360_Anchor_Chorus.wav,30364_274626_Target_Chorus.wav
30576,161297,990558,30576_161297_Anchor_Chorus.wav,30576_990558_Target_Chorus.wav
30690,445727,1200686,30690_445727_Anchor_Chorus.wav,30690_1200686_Target_Chorus.wav
30905,20587,182982,30905_20587_Anchor_Chorus.wav,30905_182982_Target_Chorus.wav
31360,1085407,31361,31360_1085407_Anchor_Chorus.wav,31360_31361_Target_Chorus.wav
31383,926258,1273014,31383_926258_Anchor_Chorus.wav,31383_1273014_Target_Chorus.wav
31423,31423,55976,31423_31423_Anchor_Chorus.wav,31423_55976_Target_Chorus.wav
31529,369834,1055491,31529_369834_Anchor_Chorus.wav,31529_1055491_Target_Chorus.wav
31597,1420261,31597,31597_1420261_Anchor_Chorus.wav,31597_31597_Target_Chorus.wav
31740,465496,489142,31740_465496_Anchor_Chorus.wav,31740_489142_Target_Chorus.wav
31938,424781,31938,31938_424781_Anchor_Chorus.wav,31938_31938_Target_Chorus.wav
32185,1427077,951928,32185_1427077_Anchor_Chorus.wav,32185_951928_Target_Chorus.wav
32223,40774,127908,32223_40774_Anchor_Chorus.wav,32223_127908_Target_Chorus.wav
32322,593139,1526235,32322_593139_Anchor_Chorus.wav,32322_1526235_Target_Chorus.wav
32445,1579622,1753791,32445_1579622_Anchor_Chorus.wav,32445_1753791_Target_Chorus.wav
32736,109421,596589,32736_109421_Anchor_Chorus.wav,32736_596589_Target_Chorus.wav
32808,931011,107875,32808_931011_Anchor_Chorus.wav,32808_107875_Target_Chorus.wav
32811,126666,490794,32811_126666_Anchor_Chorus.wav,32811_490794_Target_Chorus.wav
33017,439647,975724,33017_439647_Anchor_Chorus.wav,33017_975724_Target_Chorus.wav
33241,641077,1756488,33241_641077_Anchor_Chorus.wav,33241_1756488_Target_Chorus.wav
33815,463636,33816,33815_463636_Anchor_Chorus.wav,33815_33816_Target_Chorus.wav
34532,465152,469578,34532_465152_Anchor_Chorus.wav,34532_469578_Target_Chorus.wav
34693,34696,875563,34693_34696_Anchor_Chorus.wav,34693_875563_Target_Chorus.wav
34728,214366,1155253,34728_214366_Anchor_Chorus.wav,34728_1155253_Target_Chorus.wav
34773,366938,750020,34773_366938_Anchor_Chorus.wav,34773_750020_Target_Chorus.wav
34942,295484,767193,34942_295484_Anchor_Chorus.wav,34942_767193_Target_Chorus.wav
34982,80979,1119528,34982_80979_Anchor_Chorus.wav,34982_1119528_Target_Chorus.wav
35188,138786,1603211,35188_138786_Anchor_Chorus.wav,35188_1603211_Target_Chorus.wav
35206,437646,659953,35206_437646_Anchor_Chorus.wav,35206_659953_Target_Chorus.wav
35208,160965,945710,35208_160965_Anchor_Chorus.wav,35208_945710_Target_Chorus.wav
35263,514582,714229,35263_514582_Anchor_Chorus.wav,35263_714229_Target_Chorus.wav
35273,912242,149851,35273_912242_Anchor_Chorus.wav,35273_149851_Target_Chorus.wav
35453,295304,564168,35453_295304_Anchor_Chorus.wav,35453_564168_Target_Chorus.wav
35561,574330,934822,35561_574330_Anchor_Chorus.wav,35561_934822_Target_Chorus.wav
35581,332509,429539,35581_332509_Anchor_Chorus.wav,35581_429539_Target_Chorus.wav
35688,761459,714959,35688_761459_Anchor_Chorus.wav,35688_714959_Target_Chorus.wav
35691,485598,658064,35691_485598_Anchor_Chorus.wav,35691_658064_Target_Chorus.wav
35703,150679,225400,35703_150679_Anchor_Chorus.wav,35703_225400_Target_Chorus.wav
35705,984905,1488778,35705_984905_Anchor_Chorus.wav,35705_1488778_Target_Chorus.wav
35798,439214,35798,35798_439214_Anchor_Chorus.wav,35798_35798_Target_Chorus.wav
36008,180884,226589,36008_180884_Anchor_Chorus.wav,36008_226589_Target_Chorus.wav
36018,460717,746071,36018_460717_Anchor_Chorus.wav,36018_746071_Target_Chorus.wav
36064,87463,888604,36064_87463_Anchor_Chorus.wav,36064_888604_Target_Chorus.wav
36750,36750,605127,36750_36750_Anchor_Chorus.wav,36750_605127_Target_Chorus.wav
36910,208484,298254,36910_208484_Anchor_Chorus.wav,36910_298254_Target_Chorus.wav
36975,288222,36975,36975_288222_Anchor_Chorus.wav,36975_36975_Target_Chorus.wav
37029,37030,400514,37029_37030_Anchor_Chorus.wav,37029_400514_Target_Chorus.wav
37358,1480696,1509627,37358_1480696_Anchor_Chorus.wav,37358_1509627_Target_Chorus.wav
37516,289086,649558,37516_289086_Anchor_Chorus.wav,37516_649558_Target_Chorus.wav
38005,195040,433212,38005_195040_Anchor_Chorus.wav,38005_433212_Target_Chorus.wav
38014,866922,59337,38014_866922_Anchor_Chorus.wav,38014_59337_Target_Chorus.wav
38339,742777,933702,38339_742777_Anchor_Chorus.wav,38339_933702_Target_Chorus.wav
38391,1214169,1699321,38391_1214169_Anchor_Chorus.wav,38391_1699321_Target_Chorus.wav
38448,596824,1145179,38448_596824_Anchor_Chorus.wav,38448_1145179_Target_Chorus.wav
39031,412426,620127,39031_412426_Anchor_Chorus.wav,39031_620127_Target_Chorus.wav
39208,725962,1597193,39208_725962_Anchor_Chorus.wav,39208_1597193_Target_Chorus.wav
39441,142556,1684522,39441_142556_Anchor_Chorus.wav,39441_1684522_Target_Chorus.wav
39460,171684,561587,39460_171684_Anchor_Chorus.wav,39460_561587_Target_Chorus.wav
39525,458012,53481,39525_458012_Anchor_Chorus.wav,39525_53481_Target_Chorus.wav
39716,438430,700443,39716_438430_Anchor_Chorus.wav,39716_700443_Target_Chorus.wav
39861,1220399,1732772,39861_1220399_Anchor_Chorus.wav,39861_1732772_Target_Chorus.wav
40039,1438124,40039,40039_1438124_Anchor_Chorus.wav,40039_40039_Target_Chorus.wav
40225,453751,609890,40225_453751_Anchor_Chorus.wav,40225_609890_Target_Chorus.wav
40244,333027,532434,40244_333027_Anchor_Chorus.wav,40244_532434_Target_Chorus.wav
40282,406910,794994,40282_406910_Anchor_Chorus.wav,40282_794994_Target_Chorus.wav
40440,905231,802228,40440_905231_Anchor_Chorus.wav,40440_802228_Target_Chorus.wav
40499,911919,1140786,40499_911919_Anchor_Chorus.wav,40499_1140786_Target_Chorus.wav
40671,349891,714847,40671_349891_Anchor_Chorus.wav,40671_714847_Target_Chorus.wav
40876,192425,1261018,40876_192425_Anchor_Chorus.wav,40876_1261018_Target_Chorus.wav
40941,652122,781420,40941_652122_Anchor_Chorus.wav,40941_781420_Target_Chorus.wav
41174,809081,1217482,41174_809081_Anchor_Chorus.wav,41174_1217482_Target_Chorus.wav
41181,1190976,41181,41181_1190976_Anchor_Chorus.wav,41181_41181_Target_Chorus.wav
41189,1732019,41189,41189_1732019_Anchor_Chorus.wav,41189_41189_Target_Chorus.wav
41281,762243,169517,41281_762243_Anchor_Chorus.wav,41281_169517_Target_Chorus.wav
41442,529940,1086854,41442_529940_Anchor_Chorus.wav,41442_1086854_Target_Chorus.wav
41602,41603,897232,41602_41603_Anchor_Chorus.wav,41602_897232_Target_Chorus.wav
41754,241130,146717,41754_241130_Anchor_Chorus.wav,41754_146717_Target_Chorus.wav
41924,1189981,1407301,41924_1189981_Anchor_Chorus.wav,41924_1407301_Target_Chorus.wav
42031,1279787,1544303,42031_1279787_Anchor_Chorus.wav,42031_1544303_Target_Chorus.wav
42311,63778,631815,42311_63778_Anchor_Chorus.wav,42311_631815_Target_Chorus.wav
42521,1068668,1177026,42521_1068668_Anchor_Chorus.wav,42521_1177026_Target_Chorus.wav
42657,1504220,603034,42657_1504220_Anchor_Chorus.wav,42657_603034_Target_Chorus.wav
43071,632389,112112,43071_632389_Anchor_Chorus.wav,43071_112112_Target_Chorus.wav
43102,693599,1719216,43102_693599_Anchor_Chorus.wav,43102_1719216_Target_Chorus.wav
43118,517460,185980,43118_517460_Anchor_Chorus.wav,43118_185980_Target_Chorus.wav
43257,1030209,1727694,43257_1030209_Anchor_Chorus.wav,43257_1727694_Target_Chorus.wav
43380,191278,294812,43380_191278_Anchor_Chorus.wav,43380_294812_Target_Chorus.wav
43588,77112,122134,43588_77112_Anchor_Chorus.wav,43588_122134_Target_Chorus.wav
43997,168634,1124765,43997_168634_Anchor_Chorus.wav,43997_1124765_Target_Chorus.wav
44010,1078117,1609361,44010_1078117_Anchor_Chorus.wav,44010_1609361_Target_Chorus.wav
44445,1649564,1257884,44445_1649564_Anchor_Chorus.wav,44445_1257884_Target_Chorus.wav
45207,36992,259473,45207_36992_Anchor_Chorus.wav,45207_259473_Target_Chorus.wav
45442,45470,121923,45442_45470_Anchor_Chorus.wav,45442_121923_Target_Chorus.wav
45954,677213,1144643,45954_677213_Anchor_Chorus.wav,45954_1144643_Target_Chorus.wav
46010,1011075,1366441,46010_1011075_Anchor_Chorus.wav,46010_1366441_Target_Chorus.wav
46125,481342,998354,46125_481342_Anchor_Chorus.wav,46125_998354_Target_Chorus.wav
46528,519957,760284,46528_519957_Anchor_Chorus.wav,46528_760284_Target_Chorus.wav
46915,1534147,413162,46915_1534147_Anchor_Chorus.wav,46915_413162_Target_Chorus.wav
48207,49792,50825,48207_49792_Anchor_Chorus.wav,48207_50825_Target_Chorus.wav
48484,635834,48484,48484_635834_Anchor_Chorus.wav,48484_48484_Target_Chorus.wav
48707,1758070,644005,48707_1758070_Anchor_Chorus.wav,48707_644005_Target_Chorus.wav
49013,162903,547683,49013_162903_Anchor_Chorus.wav,49013_547683_Target_Chorus.wav
49545,149125,249097,49545_149125_Anchor_Chorus.wav,49545_249097_Target_Chorus.wav
50314,1629749,317909,50314_1629749_Anchor_Chorus.wav,50314_317909_Target_Chorus.wav
50379,145919,363908,50379_145919_Anchor_Chorus.wav,50379_363908_Target_Chorus.wav
50485,50485,452914,50485_50485_Anchor_Chorus.wav,50485_452914_Target_Chorus.wav
50554,63243,63244,50554_63243_Anchor_Chorus.wav,50554_63244_Target_Chorus.wav
50610,55564,135818,50610_55564_Anchor_Chorus.wav,50610_135818_Target_Chorus.wav
50612,244325,244339,50612_244325_Anchor_Chorus.wav,50612_244339_Target_Chorus.wav
50660,430651,732310,50660_430651_Anchor_Chorus.wav,50660_732310_Target_Chorus.wav
50955,142578,1753072,50955_142578_Anchor_Chorus.wav,50955_1753072_Target_Chorus.wav
51319,241229,568248,51319_241229_Anchor_Chorus.wav,51319_568248_Target_Chorus.wav
51545,51545,613812,51545_51545_Anchor_Chorus.wav,51545_613812_Target_Chorus.wav
51600,151151,660401,51600_151151_Anchor_Chorus.wav,51600_660401_Target_Chorus.wav
